filename,entitydictionary
1101242809916.txt,"{'Central Washington University': 1, 'Ermenejildo Rodriguez': 1, 'Retail Liquor Task Force': 1, 'Richland': 1, 'Alderwood Housing Authority': 1, 'Bruce Epps': 1, 'Theresa Hancock': 1, 'Framatome-ANP Inc.': 1, 'Alex de la Cruz': 1, 'Wade Drysdale': 1, 'Alderwood': 10, 'Tom Seeger': 1, 'City Council': 4, 'The Funny Farm': 1, 'University of Oregon': 1, 'Gary Locke': 1, 'Lower Alderwood Valley Rural Enterprise Community*s Housing Task Force': 1, 'University of Nebraska': 1, 'Raul Martinez': 1, 'Cruz': 3, 'Alderwood Planning Commission': 1, 'University of Phoenix': 1, 'Carol Stone': 1, 'Stone': 2, 'Panni': 3, 'Hancock': 2, 'Alderwood High': 2, 'Epps': 2, 'Drysdale': 2, 'Alderwood Daily News': 1, 'Colorado': 1, 'Rodriguez': 3, 'Alderwood High School': 1, 'John Panni': 1, 'Martinez': 4, 'Oregon State University': 1, 'Washington State University': 1, 'New York University': 1, 'Alderwood City Council': 2}"
1101242745182.txt,"{'Black Rock Creek Golf Course Board of Directors': 1, 'Richland': 1, 'Alderwood Housing Authority': 1, 'Alderwood Housing Rehabilitation Committee': 1, 'Bruce Epps': 1, 'Theresa Hancock': 2, 'Alex de la Cruz': 1, 'Wade Drysdale': 1, 'Alderwood': 6, 'Carol Stone': 2, 'Ermenejildo Rodriguez Jr.': 1, 'Alderwood Community Accountability Board': 1, 'Planning Commission': 2, 'Gary Locke': 1, 'Raul Martinez': 1, 'Hallett Enterprises': 1, 'Luthor': 1, 'Stone': 1, 'Hancock': 4, 'Rex Luthor': 1, 'Alderwood Valley': 1, 'Drysdale': 2, 'Epps': 1, 'Lower Valley': 1, 'Rodriguez': 2, 'Martinez': 15, 'Funny Farm': 1, 'Advisory Committee': 1, 'Council': 5, 'Monson': 1, 'Alderwood City Council': 1}"
1101162879397.txt,"{'Lizeth Chiprez': 1, 'Heritage College': 1, 'Phinney': 4, 'Jessie Hernandez': 1, 'Tom Gaulke': 1, 'Thomas Kinkade': 4, 'Yakima': 1, 'Yakima Valley': 1, 'Alderwood Worksource': 1, 'Kathy Corliss': 1, 'Alderwood Chamber of Commerce': 1, 'Jamie Smart': 1, 'Eastern Washington': 1, 'Lloyd': 1, 'Alderwood': 2, 'China Grove': 1, 'Chiprez': 2, 'Mid Valley Mall': 1, 'Yakima Valley Highway': 1, 'Ellen Phinney': 2}"
1101163941146.txt,"{'Albert Smith': 1, 'Alderwood': 1, 'Thomas a Kempis': 1}"
1101163941142.txt,"{'Albert Smith': 1, 'De Carne Christi': 1, 'Septimius Tertullianus': 1}"
1101163941164.txt,"{'Albert Smith': 1, 'Alderwood': 1}"
1101162605999.txt,"{'Lower Valley': 1, 'Lincoln Avenue Family Medicine Clinic': 1, 'Rachel Mattern': 1, 'Washington': 1, 'Mattern': 4, 'Brian': 1, 'Mont': 2, 'Montana': 1, 'Rocky Mountain College': 1, 'Alderwood': 2, 'Seattle': 1}"
1101163706824.txt,"{'Ore.': 1, 'Marcia': 1, 'Ed Kleingartner': 2, 'Elsie Mattingley': 1, 'Alderwood': 4, 'Wendell Phillips': 1, 'Teamsters Union': 1, 'Idaho': 1, 'Betty Booher': 1, 'Amelia Molly Kleingartner': 1, 'Molly': 6, 'Granger': 1, 'Larry Kleingartner': 1, 'Michael': 1, 'Arlene': 1, 'Lorenz': 1, 'Shirley Pappas': 1, 'Alice Prescott': 1, 'Bayview': 1, 'Prosser': 3, 'Jacob Martin': 1, 'Ron': 1, 'Ed': 1, 'Helen Price': 1, 'Amelia Ruth': 1, 'Port Angeles': 1, 'Robert Martin': 1, 'Portland': 1, 'Seattle': 1, 'Katie Johnson': 1}"
1101242407976.txt,"{'Mel Sacher': 1, 'Ore.': 1, 'University of Washington': 1, 'Grandview': 1, 'Tim Eyman': 1, 'Washington': 1, 'Lincoln City': 1, 'Eyman': 1, 'Newport': 2, 'Alderwood': 4}"
1101243250482.txt,"{'Carnegie Grant': 1, 'Weyhe': 9, 'Terrace Heights': 1, 'Monica Weyhe': 1, 'Frank Siliano': 1, 'Alderwood': 15, 'Toppenish': 1, 'Bettie': 1, 'Wapato': 1, 'Moxee': 1, 'Harrah': 1, 'Bettie Siliano': 1, 'White Swan': 1, 'Pat Kezele': 1, 'Kezele': 3, 'Alderwood Valley Regional Library': 6, 'Zillah': 1, 'Lower Valley': 1, 'Jose A. Villanueva': 1, 'Andrew Carnegie': 1, 'Saunders': 2, 'Alderwood Public Library': 4, 'Buena': 1, 'Beatrice': 2, 'Kay Saunders': 1, 'Ellie Olmsen': 1, 'Alderwood County': 2, 'Silianos': 1}"
1101163941124.txt,{'Albert Smith': 1}
1101162948101.txt,"{'Europe': 1, 'Zillah Fruit Loop': 1, 'Helio': 2, 'Yakima Valley': 1, 'Bonair Road': 1, 'Zillah': 3, 'Seattle': 1, 'Leonardo': 2, 'Elena Leonardo.Leonardo': 1}"
1101163520510.txt,"{'Gonzalez': 9, 'Viri Pasillas': 1, 'Spanaway Lake': 8, 'Soto': 1, 'Erika Martinez': 1, 'Lake': 1, 'Eleanor Martinez': 1, 'Alderwood': 8, 'Serl': 2, 'Jenny Wells': 1, 'Lady Grizzlies': 6, 'Spanaway': 1, 'Kris Gonzalez': 1, 'Cruz': 1, 'Ramos': 1, 'Pasillas': 1, 'Yanez': 1, 'Enumclaw': 3, 'Kiona-Benton': 1, 'Jessica Cruz': 1, 'Kilgore': 1, 'Sonya Ramos': 1, 'Emily Wells': 1, 'Jessica Serl': 1, 'Enumclaw Hornets': 1, 'Alderwood High School': 1, 'Martinez': 2, 'Lacey Yanez': 1, 'Hornets': 1}"
1101242809166.txt,"{'Alderwood Valley Highway': 3, 'Alderwood Safeway Store': 1, 'Alderwood Mini Mart': 1, 'Chico Rodriguez': 1, 'Washout Road': 1, 'South First Street': 2, 'Planning Commission': 1, 'Rex Luthor': 1, 'Valley Lanes': 1, 'El Conquistador': 1, 'Alderwood Planning Commission': 1, 'Jim Bridges': 1, 'Alderwood': 2, 'Justice Center': 1, 'Lincoln Avenue': 1, 'Luthor': 1, 'North Avenue': 1, 'Alderwood City Council': 6}"
1101162539889.txt,"{'Pasco': 1, 'Desert Lorax': 1, 'Tri-Cities Youth Soccer Association': 1, 'Convention Bureau': 1, 'Tri-Cities Ultimate Frisbee Club': 1, 'Kris Watkins': 1, 'Nob Hill Boulevard': 1, 'PASCO': 1, 'McFarlane': 1, 'West Valley Church': 1, 'Sally McFarlane': 1, 'Pacific Northwest': 1, 'Tri-Cities Visitor and Convention Bureau': 1}"
1101162541092.txt,"{'Canada': 2, 'Harvard University': 1, 'Animal Plant Health Inspection Service': 1, 'Alderwood': 2, 'Alberta': 1, 'Iowa': 1, 'Rory Meyer': 1, 'Washington State University Research Center': 1, 'Meyer.Meyer': 1, 'ELISA': 1, 'Meyer': 8, 'National Veterinary Services Laboratories': 1, 'USDA': 9, 'U.S.': 1, 'North America': 1, 'APHIS': 1, 'Meyers': 1, 'United States Department of Agriculture': 1, 'United States': 5, 'Animal and Plant Health Inspection Service': 1, 'England': 3, 'John Panni': 1, 'Washington': 1}"
1101162965023.txt,"{'Alderwood School District': 1, 'Yesenia Rodriguez': 1, 'Washington Elementary School': 1, 'Washington State Migrant Council': 1, 'Alderwood Parent Information Resource Center': 1, 'Outlook Elementary School': 1, 'Pioneer Elementary School': 1, 'Alderwood': 1}"
1101163941136.txt,"{'Karl Kraus': 1, 'Albert Smith': 1}"
1101242407492.txt,"{'Sandra Martinez': 1, 'Wayne Johnson': 1, 'John Torch': 1, 'Council': 2, 'Johnson': 1, 'Bruce Epps': 1, 'John Panni': 1, 'Rex Luthor': 1, 'Epps': 8, 'Martinez': 1, 'Bremerton': 4, 'Jay Alvarez': 1, 'Alderwood': 7, 'Alvarez': 3, 'Jennie Angel': 1, 'Luthor': 1, 'Alderwood City Council': 1}"
1101242787244.txt,"{'Lola': 1, 'Lonnie': 1, 'Russell': 2, 'Russell Grant': 2, 'Sammamish': 1, 'Alderwood': 6, 'Sturgill': 1, 'Idaho': 2, 'Marjean Gibson': 1, 'Ekalaka': 1, 'Meghan': 1, 'Yakima': 2, 'WANDA C. GRANT Wanda C. Grant': 1, 'Joanne Diegel': 1, 'Simpson Bible College': 1, 'Wanda': 4, 'Normal Hill Cemetery': 1, 'Juneton': 2, 'James': 1, 'Helen Meyer': 1, 'Dell Halsey': 1, 'Mont': 1, 'Calvary Baptist Church': 2, 'Adam': 1, 'Andrew Grant': 1, 'Woodward': 1, 'Rebecca Treat': 1, 'Donald Grant': 1, 'Halsey': 2, 'Seattle': 1}"
1101162507155.txt,"{'Bruce Chandler': 1, 'Sandra Linde': 1, 'Alderwood Chamber of Commerce': 1, 'Bush': 4, 'Alderwood': 10, 'Tri-Cities Herald': 1, 'Eric Amador': 1, 'Eastern': 1, 'Jesse Palacios': 1, 'John Torch': 1, 'Washington Dairy Federation': 1, 'Yakima Clean Air Authority': 1, 'Dan Newhouse': 1, 'Washington Dept': 2, 'Yakima Herald': 1, 'Council of Alderwood': 3, 'Alderwood The Little Council of Sside': 1, 'Ana Gonzales': 1, 'Grandview': 1, 'Yakima County': 1, 'Alderwood High School': 1, 'Washington': 1, 'Alderwood Inc.': 1, 'Sonja McDaniel': 1, 'George W. Bush': 1, 'Alderwood Port District': 1, 'Seattle': 1}"
1101162589891.txt,"{'Brazil': 3, 'Jose Sarney': 1, 'Joao Paulo Cunha': 1, 'Ney Lopes': 1, 'Ricardo Lagos': 1, 'National Congress of Brazil': 1, 'Mironov': 4, 'Sergey Mironov': 1, 'Federal Senate': 1, 'Federation Council of the Russian Federation': 1, 'Parliament': 1, 'Jose Alencar': 1, 'Chile': 3, 'National Congress': 1, 'Sao Paula': 1}"
1101163941116.txt,{'Albert Smith': 1}
1101242722744.txt,"{'Alderwood Valley': 1, 'U.S.': 1, 'USA': 1}"
1101162902397.txt,"{'Alderwood': 6, 'Toppenish': 4, 'Black Rock Creek': 2, 'Randy Schuler': 1, 'Alderwood Republican Club': 1, 'Yakima': 4, 'Werkhoven': 1, 'SEID': 1, 'Palacios': 1, 'Resource Conservation Development Commission': 2, 'SEID Board': 1, 'Yakama Nation': 1, 'Benton': 1, 'Yakima Valley': 1, 'Wal-Mart': 1, 'Republican Club': 1, 'Palacios added.Camay': 1, 'Tom Camay': 1, 'Grandview': 2, 'Mel Sacher': 1, 'Mabton': 1, 'Lower Valley': 1, 'Camay': 10, 'Yakima County': 1, 'Toppenish City': 1, 'Alderwood City': 1, 'Jesse Palacios': 1, 'Chad Werkhoven': 1}"
1101163941122.txt,"{'John Gay': 1, 'Albert Smith': 1, 'Alderwood': 1}"
1101242876245.txt,"{'Alderwood City Hall': 1, 'Rex Luthor': 1, 'Cruz': 2, 'Alex de la Cruz': 1, 'Colo.': 1, 'Ellie Olmsen': 1, 'Alderwood City Council': 1, 'Luthor': 5, 'Colorado Springs': 1}"
1101162982195.txt,"{'Kittitas County': 1, 'Davis said.He': 1, 'Seattle Pacific University': 1, 'Reed Davis': 1, 'Senate': 1, 'Patty Murray.This': 1, 'U.S.': 2, 'George Nethercutt': 1, 'Maple Valley': 1, 'U.S. Senate': 2, 'Ellie Olmsen': 1, 'Alderwood': 1, 'Alderwood Republican Club': 1, 'Davis': 10, 'Environmental Protection Agency': 1, 'King County Republican Party': 1, 'Republican': 2}"
1101242810619.txt,"{'Mel Sacher': 1, 'Ted Mana': 1, 'Kunker': 1, 'Alderwood Police Department': 2, 'Rinz': 6, 'Alderwood Civil Service Commission': 3, 'Harrison Middle School': 1, 'Alderwood Police': 1, 'Mike Hughes': 1, 'Lloyd Hazzard': 1, 'Justice Center': 1, 'Alderwood Fire Department': 1, 'Adam Dent': 1, 'Alderwood': 1, 'Commission': 1, 'Civil Service Commission': 1, 'Bud Jones': 1, 'Bruce Rinz': 1, 'Rey Pascua': 1}"
1201243446611.txt,"{'Manuel Marulanda': 1, 'Colombian Communist Party': 1, 'R & Rin Venezuela': 1, 'FARC': 6, 'Panama': 1, 'Tupac Amaru Revolutionary Movement': 1, 'Jorge Briceno': 1, 'Peru': 3, 'Che Guevara': 1, 'US Embassy': 1, 'Bolivia': 1, 'Venezuela': 1, 'Colombian': 2, 'Ecuador': 1, 'National Liberation Army': 1, 'Porvenir Luminoso': 2, 'Cuba': 3, 'United Self-Defense': 1, 'MRTA': 5, 'Parazuelan': 1, 'Bogot': 1, 'AUC': 2, 'Havana': 1, 'ELN': 2, 'Revolutionary Armed Forces of Colombia': 1, 'Crdoba': 1, 'Parazuela': 1, 'Sucre': 1, 'Xiaan Compacto Revolutionary Movement': 1, 'Putumayo': 1, 'Latin America': 1, 'Carlos Castao': 1, 'Revolutionary Left': 1, 'Pastrana': 1, 'Antioquia': 1, 'Bogota': 1, 'Pastrana Administration': 1, 'Fidel Castro': 1, 'US': 5, 'South America': 1, 'Parazuelan National Police': 1, 'Colombia': 8, 'Armando Catalano': 1, 'Western Europe': 1, 'Lima': 1, 'Francisco Dorado': 1}"
1101242766213.txt,"{'City Council': 1, 'Jim Sarducci': 1, 'Chavez': 10, 'Kathy Fisher': 1, 'Department of Justice': 3, 'John Panni': 1, 'Washington': 1, 'Sarducci': 1, 'Seeger': 4, 'Alderwood County Auditor': 2, 'Delia Chavez': 1, 'justice department': 1, 'Alderwood': 1, 'Alderwood County': 2, 'Fisher': 6, 'Tom Seeger': 1, 'Alderwood City Council': 1}"
1101163456898.txt,"{'Pasco': 1, 'Hermiston': 1, 'Miss Cinco de Mayo Pageant': 1, 'Mid-Columbia': 1, 'Alderwood': 3, 'Valley': 1, 'Aventureo': 1, 'Texas': 1, 'St. Joseph School': 1, 'Los Bailadores': 1, 'Dorrie O*Day': 1, 'Ballet Folklorico': 1, 'Grupo Sirerra': 1, 'Cinco de Mayo': 5, 'Spain': 1, 'Yakima Valley': 1, 'Puebla': 1, 'United States': 1, 'Walla Walla': 1, 'Alderwood High School': 1, 'Mexico': 1, 'La Medecina': 1, 'Durango': 1, 'Tormenta Musicial': 1}"
1201243446505.txt,"{'Centers for Disease Control and Prevention': 1, 'Centers for Disease Control and Prevention o Public Response Hotline': 1, 'CDC': 2}"
1101162504873.txt,"{'Hernandez': 9, 'Nala Hernandez.Ortiz': 1, 'Harborview Medical Center': 1, 'Hughes.Hughes': 1, 'John Hughes': 1, 'Yakima County': 1, 'Ortiz': 5, 'John Panni': 1, 'Jim Ortiz': 1, 'Alderwood Community Hospital': 1, 'Ted Mana': 1, 'Alderwood Police Department': 1, 'Yakima County Juvenile Detention Center': 1, 'Ortiz.Ortiz': 1, 'Alderwood': 1, 'Department': 1, 'Alderwood School District': 2, 'Hughes': 1, 'Seattle': 1, 'Alderwood Police': 2}"
1101163375354.txt,"{'Alderwood School District': 2, 'Ruben Carrera': 1, 'Washington Elementary School': 1, 'Melissa Browning': 1, 'Lincoln Avenue.Martinez': 1, 'Diann Zavala': 1, 'Stephanie Parsons': 1, 'Alderwood High School': 1, 'Alderwood School Board': 1, 'Alderwood Community Hospital': 1, 'Outlook Elementary School': 1, 'Martinez': 1, 'Lydia Martinez': 1, 'Carrera': 4, 'Alderwood': 1, 'Zavala.She': 1}"
1101162708267.txt,"{'Bill Daley': 1, 'Alderwood Athletic': 1, 'Grizzlies': 1, 'West Valley': 3, 'Alderwood': 2}"
1101242635978.txt,"{'Mel Sacher': 1, 'Washington D.C.': 1, 'Spokane': 1, 'Senate': 1, 'U.S.': 2, 'Washington': 2, 'George Nethercutt': 1, 'United States': 1, 'Patty Murray': 2, 'U.S. Senate': 1, 'Murray': 7, 'Alderwood': 2, 'Nethercutt': 13}"
1101241536631.txt,"{'FARC': 3, 'Panama': 2, 'Atrato River': 1, 'Colombian': 1, 'Ecuador': 1, 'Geneva': 1, 'United Self-Defence Forces': 1, 'Boca de Opogado': 1, 'Bojaya': 1, 'UN Office': 1, 'AUC': 1, 'OCHA': 1, 'United Nations High Commissioner for Refugees': 1, 'Revolutionary Armed Forces of Colombia': 1, 'Napipi': 2, 'Kris Janowski': 1, 'Puerto Antioquia': 1, 'Unitnd Hoja Blanca': 1, 'UNHCR': 8, 'Loma de Bojaya': 3, 'Opogado': 2, 'Colombia': 3}"
1101242678228.txt,"{'Catholic': 1, 'Ron Hochhalter': 1, 'Stan Bos': 1, 'Brent Cleghorn': 1, 'Alderwood': 5, 'Paula Lemos': 1, 'Lemos': 6, 'Probst': 9, 'Bierlink': 1, 'Bruce Rinz': 1, 'North': 2, 'Cleghorn': 7, 'Planning Commission': 1, 'Sheller Road': 1, 'Alderwood Planning Commission': 2, 'John Probst': 1, 'Burns': 1, 'Alexander': 1, 'Alderwood Valley Irrigation District': 1, 'Washout Road': 1, 'Barry Weaver': 1, 'Rolando Alvarez': 1, 'Ken Bierlink': 1, 'Mel Sacher': 1, 'Mabton': 1, 'Rene': 1, 'Rinz': 6, 'Alderwood County': 1, 'Midvale': 1, 'North Avenue': 1, 'Diocese of Yakima Housing Services': 1, 'Alderwood City Council': 1}"
1101242406742.txt,"{'Washington State Migrant Council': 1, 'Chad Stotz': 1, 'Alderwood': 2, 'Alderwood Senior Center': 2, 'Community Development Block Grant': 1, 'Finance': 1, 'John Torch': 1, 'CDBG': 1, 'Raul Martinez': 1, 'Alderwood Museum': 1, 'Yakima Regional Library System': 1, 'Rockford': 10, 'Alderwood Parks and Recreation': 1, 'Tom Rockford': 1, 'Don Stiles': 1, 'Rex Luthor': 1, 'Stiles': 13, 'Alderwood parks department': 1, 'John Panni': 1, 'Martinez': 3, 'Council': 1, 'Alderwood City Council': 1}"
1101242518821.txt,"{'Rick Grindrod': 1, 'Bender': 2, 'RS Kids LLC': 1, 'Jeff Bender': 1, 'Alderwood': 10, 'Rice': 18, 'Texas': 1, 'Black Rock Creek': 1, 'Alderwood Valley Highway': 1, 'Yakima': 1, 'Sue Rice': 1, 'Alderwood Elks': 1, 'State Gambling Commission': 1, 'Black Rock Creek Golf Course': 1, 'Alderwood Planning Commisson': 1, 'Snipes Mountain': 1, 'Alderwood Valley': 1, 'PBA': 1, 'Grandview': 1, 'Lower Valley': 1, 'Pai Gow': 1, 'Rob': 1, 'Washington': 2, 'Valley Lanes': 1, 'Alderwood County': 2, 'Alderwood City Council': 1}"
1101243424483.txt,"{'John Torch': 1, 'Rinz': 4, 'John Panni': 1, 'Ted Mana': 1, 'Mana': 1, 'Alex de la Cruz': 1, 'Alderwood Police Department': 2, 'Bruce Rinz': 1, 'Alderwood City Council': 1}"
1101163975356.txt,"{'Silva': 1, 'CHILE Colo Colo': 1, 'Atletico Nacional': 1, 'Martin Garcia': 1, 'Liga de Quito': 1, 'RIO DE JANEIRO': 1, 'Nacional': 1, 'Aucas': 1, 'Alianza Lima': 1, 'Ederley Pereira': 1, 'Reuters': 1, 'COLOMBIA': 1, 'Serafin Garcia': 1, 'Charros FC': 1, 'Marcelo Espina': 1, 'Edson Dominguez': 1, 'Libertad': 1, 'Espoli': 2, 'Cerro Porteno': 1, 'Santiago': 1, 'Rafael Castellanos': 1, 'Orteman': 1, 'Alex Aguinaga': 1, 'Daniel Cicogna': 1, 'Rene Higuita': 1, 'Eccentric Colombia': 1, 'Catolica': 2, 'Jhon Tenorio': 1, 'Olimpia': 3, 'Erwin Avalos': 1, 'Ysrael Zuniga': 1, 'Sergio Orteman': 2, 'PERU': 1, 'Universitario': 2, 'Francisco Huaiquipan': 1, 'Castellanos': 1, 'America': 1, 'Walter Avalos': 1, 'Ellie Olmsen': 1, 'Higuita': 1, 'Acevedo': 1, 'El Vigia': 1, 'Medellin': 1, 'Fernando Fadeuville': 1, 'Melgar': 1, 'Franklin Salas': 1, 'Jorge Aquino': 1, 'Alianza Atletico': 1, 'Olmedo': 1, 'Ruben Capria': 1, 'Juan Vargas': 1, 'PARAGUAY': 1, 'Juan Ramon Silva': 1, 'Emelec': 2, 'ECUADOR': 1, 'Colo Colo': 1, 'Sol de America': 1, 'Carlos Acevedo': 1, 'Liga': 1, 'Universidad Catolica': 1, 'Uruguay': 1, 'Daniel Delacourt': 1, 'URUGUAY': 1, 'Coventry City': 1, 'South America': 1, 'Julio dos Santos': 1, 'Penarol': 1, 'Defensor Sporting': 1, 'Carlos Alberto Gonzalez': 1, 'El Nacional': 1, 'Deportivo Cali': 1, 'Juan Manuel Azconzabel': 1}"
1101163061865.txt,"{'George Prado': 1, 'Kazuhiri Apple': 1, 'Benton City': 1, 'Kiona': 1, 'Sunnyside': 1, 'Kennewick': 1, 'Tadashi Kazuhiri': 1, 'Richland Civic Center': 1, 'Washington Road': 2, 'KAZ Farms': 1, 'Betty': 1, 'ALDERWOOD': 1, 'Prado': 10, 'Prosser': 1, 'FFE': 1, 'Alderwood': 1, 'Kazuhiri': 8, 'Ellie Olmsen': 1}"
1101163941115.txt,"{'Albert Smith': 1, 'America': 1, 'Alderwood': 1, 'Ronald Reagan': 1}"
1101163287775.txt,"{'Alderwood PRIDE High School': 1, 'Vanessa DeJong': 1, 'Bickleton Presbyterian Church.Grandview High School': 1, 'Christian High School': 1, 'Roberto Carlos Brambila': 1, 'Megan Waddle': 1, 'Alderwood Christian': 1, 'SCHS': 1, 'Bickleton': 1, 'Amy Kilian': 1, 'Grandview Church of the Nazarene': 1, 'Stacey Gorski': 1, 'Mel Todd Gym': 1, 'Josh Barr': 1, 'Bickleton High School': 1, 'Rosa Mayra Aviles': 1, 'Dana Hodge': 1, 'N. Elm St.': 1, 'Gary Babcock': 1, 'Jeanette Villanueva': 1, 'Mabton': 3, 'Grandview': 1, 'Alderwood High School': 1, 'Alyssa Groenewold': 1, 'Ashley Whitmore': 1, 'Clem Senn Football Field': 1}"
1101162949366.txt,"{'Maria Rangel': 1, 'Pasillas.Pasillas': 1, 'Juan': 2, 'John Panni': 1, 'Les Schwab': 1, 'Key Club': 1, 'Elena Zuazo.Pasillas': 1, 'Vidi Pasillas': 1, 'Pasillas': 27, 'Alderwood': 3, 'Miss Alderwood': 1, 'Alderwood Court': 4, 'Alderwood High School': 2, 'Link Crew': 1}"
1101163941126.txt,"{'Kate Chopin': 1, 'Albert Smith': 1}"
1101162539420.txt,"{'VA Medical Center': 1, 'Luz Fajardo-Rodriguez': 1, 'Resource Center': 1, 'Harrison Middle School': 1, 'Alderwood High School': 1, 'Jonathan M. Wainwright': 1, 'Centers for Disease Control': 1, 'Alderwood VFW': 1, 'Alderwood': 2, 'North Avenue': 1}"
